,amplitude_cutoff,amplitude_cv_median,amplitude_cv_range,amplitude_median,firing_range,firing_rate,isi_violations_ratio,isi_violations_count,num_spikes,presence_ratio,rp_contamination,rp_violations,sd_ratio,sliding_rp_violation,snr,sync_spike_2,sync_spike_4,sync_spike_8
61,0.00011795708802249722,0.29246747493743896,0.2009587906301019,81.899994,3.2,4.374722222222222,0.009676209789598036,2.0,15749.0,1.0,0.014621204494836948,2.0,1.060459915501105,0.025,4.014338060331378,0.06927423963426249,0.0,0.0
62,7.610173294061413e-05,0.5350916981697083,0.3414846330881112,42.12,3.4000000000000004,5.489722222222222,0.012289536282486297,4.0,19763.0,1.0,0.018607422509961613,4.0,1.001680283446676,0.02,2.251671693260479,0.06871426402874058,5.059960532307848e-05,0.0
63,,,,56.159996,0.4,0.07694444444444444,15.639458353425692,1.0,277.0,0.9833333333333333,1.0,1.0,0.9594341347398481,,2.552943601573201,0.04693140794223827,0.0,0.0
64,0.00021677939959140996,0.576032817363739,0.6421455428004266,49.14,3.0,4.449166666666667,0.009355109830568085,2.0,16017.0,1.0,0.014132528932871313,2.0,0.9100323898696764,0.02,2.3831972031252953,0.06499344446525566,0.0,0.0
65,,,,78.39,0.2,0.05611111111111111,29.408881482207626,1.0,202.0,0.9833333333333333,1.0,1.0,2.4004428991333557,,5.453249441650545,0.04950495049504951,0.0,0.0
66,1.4261917575497623e-05,0.09522310644388199,0.055884326249361016,304.19998,6.399999999999999,20.269166666666667,0.0006761230029944355,3.0,72969.0,1.0,0.0010146993118383962,3.0,0.8799118800988074,0.005,14.798305050689386,0.0719620660828571,5.481779933944552e-05,0.0
67,0.00014310788800746559,0.1472826898097992,0.13708163052797318,236.34,3.3999999999999995,6.4075,0.0022552724506410085,1.0,23067.0,1.0,0.003388650150884076,1.0,1.0569545700866882,0.01,11.187536279216124,0.07205098192222656,0.00013005592404734037,0.0
68,4.317020650202207e-05,0.18925565481185913,0.10532298237085341,135.72,3.1999999999999997,4.921111111111111,0.0,0.0,17716.0,1.0,0.0,0.0,1.0506221226549306,0.01,6.720166073895003,0.071517272522014,0.00011289230074508918,0.0
69,8.803705405552011e-05,0.16780531406402588,0.09250396490097046,145.08,3.1999999999999997,4.961944444444445,0.0,0.0,17863.0,1.0,0.0,0.0,0.993925636005193,0.01,7.019189845995437,0.06801769019761518,0.0,0.0
70,0.00014626197948130565,0.7040265798568726,0.5728756278753281,56.159996,3.5999999999999996,6.166666666666667,0.014609203798392988,6.0,22200.0,1.0,0.014717506294152138,4.0,1.1475580611059626,0.025,2.91716825536386,0.07013513513513514,0.0,0.0
71,2.0240513394230644e-05,0.4164579510688782,0.17848085165023797,53.82,3.0,4.549166666666666,0.004474170685338813,1.0,16377.0,1.0,0.006733928927407873,1.0,0.9057805557697023,0.015,2.5180950245158016,0.07076998229223912,0.0,0.0
